Review,Summary,Sentiment
simpli awesom,deliveri boy good insid warranti card 2year warranti,0.0
meet expect,rice cooker goodwarm cook button top cover gonei didnt expect cart much disappoint,0.0
horribl,wast money,0.0
simpli awesom,problem r plan buy big ye buy,0.0
bad qualiti,need much time cook food,0.0
decent product,lid great,0.0
poor,worst product,0.0
meet expect,slow cook time take,0.0
fair,qualiti materi poor light weight durabl,0.0
useless product,work two month two warranti smartbuy team respond flipkart also respond advic buy outsid electroc product,0.0
decent product,poor qualiti,0.0
worthless,worst,0.0
unsatisfactori,begin till alway problem switch big problem,0.0
worst experi ever,wast money,0.0
horribl,bad product,0.0
horribl,product wast moneyit coolk well one side rice cook half side cook welli recommend dont buy product,0.0
job,receiv damag product flipkart sell damag product also pack torn disappoint,0.0
unsatisfactori,damag product work button,0.0
could way better,slowand cook properli thoroughli unsatisfi better go brand,0.0
poor,good product,0.0
useless product,wast product,0.0
poor,rice well cookedand qualiti wast money,0.0
poor,vari bad prodact,0.0
perfect product,love disappoint one bowlplz provid two bowl,0.0
job,nice damag,0.0
bad qualiti,good cook rich water come dont buy good materi,0.0
meet expect,seller goodproduct bad,0.0
n't wast money,work,0.0
bad qualiti,poor qualiti,0.0
slightli disappoint,dont buy much time cook,0.0
fair,given 3 stra good small mistak,0.0
moder,per standard size also small,0.0
slightli disappoint,satisfi,0.0
good,poor qualiti materi feel cheap,0.0
hate,small refund burn smell,0.0
recommend,worst productjust one day usingit quickli got rust atmospher moisturedont wast ur money,0.0
worthless,pan poor qualiti,0.0
fair,first would like mention fastrapid charg charger conveni charg charg two devic time that,0.0
unsatisfactori,bad product purch,0.0
absolut rubbish,worst productplzz dont buy,0.0
nice,experi flipkart productsthi first time bad qualiti product electr rice cooker small one bad qualiti rice boilbut 3 star low budget,0.0
worst experi ever,worst product,0.0
could way better,bad product,0.0
expect better product,work properli compani respond good manner,0.0
wast money,bad,0.0
n't wast money,bad prodect,0.0
unsatisfactori,goodric get attach burn base vessel rice cooker non sticki,0.0
absolut rubbish,leak current bodi tester blink reciv 2nd product found damag flipkart refund money worst,0.0
wast money,work wast money,0.0
terribl product,worth money simpli product made low cost materi never suggest one pleas dont buy product,0.0
pretti good,qualiti lid good otherwis superb thing,0.0
terribl product,good,0.0
could way better,cook slowli,0.0
good,indic light work,0.0
absolut rubbish,bad product,0.0
horribl,bad bad product,0.0
meet expect,worst product,0.0
slightli disappoint,waist moni,0.0
good qualiti product,kaam hojata hain work fine use sinc 3 month problem,0.0
recommend,low qualiti,0.0
utterli disappoint,slow heat,0.0
good,interest,0.0
worst experi ever,dont buy china item product got damag 2 month,0.0
delight,product good anyon plan get product doubt go pratanu,0.0
n't wast money,product pack damag,0.0
good choic,best product price base jali,0.0
terribl product,worst item ever brought flipkart disappoint flipkart,0.0
horribl,low qualiti plastic bowl valu money,0.0
poor,bowl good,0.0
worthless,take long time cook,0.0
could way better,cook time 50 minutesveri long time,0.0
hate,wire get lose work properli due loos connect,0.0
nice,food burn problem may caus first user,0.0
wast money,bad product,0.0
meet expect,bad qualiti,0.0
horribl,qualiti bad,0.0
moder,pin worst,0.0
meet expect,worst product,0.0
absolut rubbish,bad,0.0
okay,need improv build qualiti great,0.0
could way better,small,0.0
okay,product finish nit good power inlet rice serv spoon qti bad,0.0
fair,good box break good,0.0
delight,work like pro disadvantag one bowl may give two bowl increas price,0.0
n't wast money,qualiti poor,0.0
wast money,order good deliveri bad damag item,0.0
horribl,im satisfi product qualiti,0.0
recommend,worst product guy dont buy product brand rice cooker much better rice cooker,0.0
expect better product,dont buy good cook rice ok bachelor want cook curri one go bajaj coocker problem wont stick cook mode unless put enough quantiti,0.0
horribl,base mean stand bad qualiti see inner wire,0.0
useless product,worst 2day cabl damag,0.0
simpli awesom,deliveri boy good insid warranti card 2year warranti,0.0
meet expect,rice cooker goodwarm cook button top cover gonei didnt expect cart much disappoint,0.0
horribl,wast money,0.0
simpli awesom,problem r plan buy big ye buy,0.0
bad qualiti,need much time cook food,0.0
decent product,lid great,0.0
worthless,worst,0.0
unsatisfactori,begin till alway problem switch big problem,0.0
n't wast money,poor qualiti poor deliveri,0.0
unsatisfactori,damag product work button,0.0
worthless,u gave defect one coke pan fit im return,0.0
moder,poor qualiti,0.0
worst experi ever,good button work properli stop cook middl,0.0
n't wast money,worst product pl dont buy delic dish bowl cook bowl chang black colour bottom request flipcart pl stop sell type delic product,0.0
useless product,worst one work 1st bad experi flipkart worst one,0.0
recommend,defect product,0.0
unsatisfactori,cook warm button work properli,0.0
bad qualiti,good cook rich water come dont buy good materi,0.0
meet expect,seller goodproduct bad,0.0
expect better product,bad dont buy product,0.0
recommend,bad product dont wast moneyfor 2nd time also got damag product,0.0
wast money,satisfi small,0.0
absolut rubbish,bad,0.0
decent product,automat featur good,0.0
unsatisfactori,bad product purch,0.0
absolut rubbish,worst productplzz dont buy,0.0
moder,food burn bottom,0.0
nice,experi flipkart productsthi first time bad qualiti product electr rice cooker small one bad qualiti rice boilbut 3 star low budget,0.0
worst experi ever,worst product,0.0
wast money,good,0.0
could way better,bad product,0.0
expect better product,work properli compani respond good manner,0.0
wast money,bad,0.0
n't wast money,bad prodect,0.0
expect better product,slow heat,0.0
unsatisfactori,goodric get attach burn base vessel rice cooker non sticki,0.0
nice,boyel low colati,0.0
excel,product good deliveri time much delay day worst perform,0.0
terribl product,good,0.0
absolut rubbish,bad product,0.0
bad qualiti,work time button come rice cook,0.0
absolut rubbish,poor qualiti cap rust within one use,0.0
job,rice sticki bottom bowl difficult wash,0.0
worthless,rice cooker size compar compani bodi also heat heavli,0.0
poor,worest qualiti,0.0
worth everi penni,markapur ekart offic supervisor worst behaviourbut deliveri boy good,0.0
worthless,dont ever buy flipkart brand itemi sincer advis dont ever buy flipkart brand item make custom fool brought led electr cooker iron box water heater etc work properli make sever complaint one respond gave complaint number resolv,0.0
utterli disappoint,good,0.0
moder,wast product,0.0
good choic,well egg tri good mean small,0.0
moder,mention 18 kg less 1 kg bad express purchas,0.0
recommend,heat even 1 hour,0.0
absolut rubbish,poor qualiti poor flipkart servic,0.0
worthless,worst product one solv problem,0.0
hate,good,0.0
meet expect,poor qualiti,0.0
okay,work properli facil good,0.0
expect better product,good,0.0
absolut rubbish,bad qualiti,0.0
good,good,0.0
utterli disappoint,wast money,0.0
good,poor use,0.0
terrif,issu use 3 month,0.0
wonder,good bad,0.0
recommend,cant satisfi item return item,0.0
cooker brand,start use leak place prestig known kitchenwar bought brand conscienc disappoint bought onlin sorri bought,0.0
terribl product,bad product dont go cook button start first alleven one star worthless bad flipcart,0.0
recommend,product damag within 10day support bad almost 10day ticket rais prestig one came repair alway say technician come soon dont recommend anyon,0.0
poor,bad qualiti dont buy,0.0
wast money,poor qualiti,0.0
terribl product,good product dont purchas,0.0
wast money,worst product quualiti,0.0
utterli disappoint,worst qualiti work,0.0
good,work good qualiti bad one month use rust plate duplic product weightless scoop miss retail net seller bad dont buy prestig onlin product,0.0
horribl,auto power cut avail water come time prepar rice happi buy product pleas someth,0.0
okay,good,0.0
terribl product,receiv damag product one respons correctlyfin dont buy electron product flipkart receiv fourth time damag product,0.0
useless product,product isnt work properli never experi type nonsens ecommerc storethi product work two month,0.0
wast money,work 6 month purchas worst,0.0
moder,wire damag cup bowl full scratch,0.0
wast money,get electr shock even switch,0.0
poor,damag,0.0
moder,cook well,0.0
good,bad product damag tri return dnt hv time,0.0
wast money,got damag product,0.0
useless product,worest pradoct full damag,0.0
moder,receiv damag piec,0.0
moder,bad product work lightworest product,0.0
expect better product,satisfi item bcz damag nd screw fittedmi hubbi repair ed,0.0
slightli disappoint,bowl poor qualiti plain materi realiz next time dont want buy onlin purchas,0.0
n't wast money,poor qualiti productnot satisfi,0.0
terribl product,product good rice boil well water vapour happen,0.0
expect better product,work well,0.0
absolut rubbish,bad product got use one purchas parent qualiti also mark,0.0
poor,work properli time lid rice cook time lib place automat come even bowl 3 glass water rice strongli place button work much irrit,0.0
unsatisfactori,bad,0.0
poor,bad product,0.0
slightli disappoint,worst qualit,0.0
horribl,low qualiti,0.0
meet expect,worst product work 2month,0.0
bad qualiti,pleas dont prefer get electr shock,0.0
poor,damag product,0.0
meet expect,despit flipkart give replac 2nd product also badli dent never ever trust flipkart electron product despit tall promis seem seller control take ride,0.0
worthless,bad product,0.0
wonder,good product materi lid low qualitywithin 2 day lid catch rust,0.0
hate,stop work 3rd day return got money back next day,0.0
worthless,pldont purchas product cheap materi compani simpli tri fool dispatch local materi simpli cheat customersi requet flipkart provid refund product,0.0
worst experi ever,damag product,0.0
wast money,button work properli 2nd time order problem,0.0
slightli disappoint,cup damag auto switch avail averag product,0.0
horribl,wast,0.0
wast money,wast product sell flipkart,0.0
poor,3rd cooker receiv wire connect loos middl prpare rice get disconnect pathet unsatisfactori experi flipkart day reduc product qualiti,0.0
horribl,deliv without power cord disappoint didnt get replac even,0.0
realli nice,qualiti premium goodbest hostel budget applic maximum 2 person capac rice 500gmprestig model atla 1 litrei bought rupe 1230go check,0.0
horribl,product work current shock bodi shock product,0.0
useless product,within one month product work switch button issu happi item suggest take product,0.0
n't wast money,worst product hv receivedit work 2 day afterward stop work custom care execut also delay sinc 2 week custom cant receiv help complain accord thatdont buy product,0.0
